vela={
DataHora,ValorCrash,NumeroJogadores,ValorTotalApostado
2022-06-29 12:26:49,1.05,2968,18208.00
2022-06-29 12:27:05,1.46,2171,18008.50
2022-06-29 12:27:31,2.59,2431,9479.80
2022-06-29 12:28:04,3.98,2916,8886.17
2022-06-29 12:29:08,8.14,2278,2807.00
2022-06-29 12:29:35,2.75,3280,7086.00
2022-06-29 12:29:55,1.85,2519,2914.99
2022-06-29 12:30:20,2.46,3012,5724.00
2022-06-29 12:30:34,1.26,3244,4772.00
2022-06-29 12:30:58,2.31,2824,3512.10
2022-06-29 12:31:38,6.02,2539,2408.01
2022-06-29 12:31:49,1.04,2808,3668.00
2022-06-29 12:32:17,3.15,2667,4350.00
2022-06-29 12:32:49,3.58,3289,6803.78
2022-06-29 12:33:17,2.96,2483,4471.78
2022-06-29 12:33:28,1.09,2833,12150.00
2022-06-29 12:34:21,12.58,2510,4522.58
2022-06-29 12:34:45,2.38,3604,6417.78
2022-06-29 12:34:57,1.13,3024,6653.58
2022-06-29 12:35:17,1.75,2965,6485.01
2022-06-29 12:35:38,2.01,3162,8965.01
2022-06-29 12:36:14,4.50,3308,8821.49
2022-06-29 12:36:52,5.59,2893,4723.69
2022-06-29 12:37:08,1.43,2974,8113.00
2022-06-29 12:38:53,7.82,3964,5167.83
2022-06-29 12:39:05,1.10,3342,6185.50
2022-06-29 12:39:23,1.55,2231,3342.90
2022-06-29 12:39:33,1.06,3824,8200.00
2022-06-29 12:39:43,1.00,3333,8380.64
2022-06-29 12:40:16,4.01,3659,13500.00
2022-06-29 12:40:27,1.03,4244,4964.00
2022-06-29 12:40:51,2.25,3018,4350.00
2022-06-29 12:41:13,2.14,3030,4644.87
2022-06-29 12:42:12,19.18,3099,4071.00
2022-06-29 12:42:38,2.27,3440,5108.00
2022-06-29 12:43:05,2.91,2511,4760.00
2022-06-29 12:43:19,1.24,2685,6900.00
2022-06-29 12:43:32,1.17,2266,3600.44
2022-06-29 12:43:42,1.00,2226,4370.00
2022-06-29 12:44:26,7.67,2539,3146.00
2022-06-29 12:44:42,1.45,3678,10684.97
2022-06-29 12:45:52,37.64,2798,5514.00
2022-06-29 12:46:36,1.55,3370,3200.00
2022-06-29 12:46:46,1.00,2763,4882.00
2022-06-29 12:46:57,1.04,3152,6760.06
2022-06-29 12:47:36,1.37,3611,5117.23
2022-06-29 12:47:57,1.98,3052,3745.00
2022-06-29 12:48:16,1.69,3204,5476.00
2022-06-29 12:49:13,16.76,3167,3897.20
2022-06-29 12:49:31,1.55,3423,3600.60
2022-06-29 12:49:45,1.34,2753,4000.16
2022-06-29 12:50:08,2.09,2693,12550.00
2022-06-29 12:50:39,3.62,3156,3442.00
2022-06-29 12:50:54,1.35,3190,3155.00
2022-06-29 12:51:16,1.99,2603,3979.62
2022-06-29 12:51:29,1.21,3507,9599.30
2022-06-29 12:51:44,1.40,3118,6440.00
2022-06-29 12:52:06,1.93,3378,7140.00
2022-06-29 12:52:40,4.28,3650,10231.46
2022-06-29 12:53:09,3.16,3557,10049.53
2022-06-29 12:53:25,1.43,3243,3953.81
2022-06-29 12:55:22,2.04,2614,2211.00
2022-06-29 12:55:45,2.36,2546,2950.00
2022-06-29 12:55:56,1.00,2719,6540.00
2022-06-29 12:56:10,1.25,2397,7629.17
2022-06-29 16:44:09,2.04,2997,6157.40
2022-06-29 16:44:30,1.87,2523,5564.00
2022-06-29 16:44:40,1.01,3270,6899.32
2022-06-29 16:45:27,9.34,2802,8703.16
2022-06-29 16:45:37,1.00,3008,3468.70
2022-06-29 16:46:43,28.11,2426,5546.47
2022-06-29 16:46:57,1.25,2692,3248.93
2022-06-29 16:47:12,1.36,2844,6040.00
2022-06-29 16:47:50,5.31,3034,7264.00
2022-06-29 16:48:08,1.64,2740,5856.04
2022-06-29 16:48:19,1.10,2516,7142.08
2022-06-29 16:48:44,2.36,2997,6610.00
2022-06-29 16:48:54,1.00,2711,7982.08
2022-06-29 16:49:09,1.35,2513,4170.00
2022-06-29 16:49:25,1.39,3188,6690.00
2022-06-29 16:50:07,7.05,2894,6740.00
2022-06-29 16:50:36,3.05,2646,6647.50
2022-06-29 16:51:37,21.88,2640,5937.86
2022-06-29 16:51:54,1.00,2902,5616.27
2022-06-29 16:52:04,1.00,2169,7953.86
2022-06-29 16:52:19,1.38,2277,12937.86
2022-06-29 16:52:29,1.02,2987,8398.00
2022-06-29 16:52:59,3.17,2752,4184.00
2022-06-29 16:53:09,1.02,3416,15050.00
2022-06-29 16:53:27,1.61,2512,6400.00
2022-06-29 16:53:54,2.84,2478,5976.00
2022-06-29 16:54:11,1.50,2605,5437.00
2022-06-29 16:54:29,1.60,2227,5970.00
2022-06-29 16:54:41,1.15,2773,7025.00
2022-06-29 16:55:17,4.62,2623,5974.23
2022-06-29 16:55:56,1.73,2218,3470.00
2022-06-29 16:56:07,1.05,2316,4876.52
2022-06-29 16:56:17,1.02,2387,5863.30
2022-06-29 16:56:37,1.80,2620,5370.00
2022-06-29 16:57:13,4.93,2882,6380.00
2022-06-29 16:57:26,1.15,2652,14119.86
2022-06-29 16:57:41,1.42,1979,14644.00
2022-06-29 16:58:23,6.56,2045,5494.00
2022-06-29 16:58:37,1.25,2218,3765.18
2022-06-29 16:58:50,1.24,1679,4850.00
2022-06-29 16:59:22,3.53,2315,5430.52
2022-06-29 16:59:38,1.42,1983,9775.00
2022-06-29 16:59:54,1.46,1706,3890.00
2022-06-29 17:02:15,1.43,2314,7355.00
2022-06-29 17:02:27,1.21,2094,4119.43
2022-06-29 17:02:39,1.09,2116,5780.00
2022-06-29 17:03:05,2.66,1991,6497.80
2022-06-29 17:39:57,2.84,2170,3286.34
2022-06-29 17:40:10,1.21,2789,4851.02
2022-06-29 17:40:22,1.13,2196,6721.40
2022-06-29 17:40:39,1.55,1954,5063.24
2022-06-29 17:41:09,3.21,2551,4250.24
2022-06-29 17:41:39,3.33,3856,7000.24
2022-06-29 17:42:01,2.04,4040,6300.00
2022-06-29 17:42:15,1.28,3229,6593.79
2022-06-29 17:42:52,5.02,2412,5710.00
2022-06-29 17:43:14,2.03,3814,6866.00
2022-06-29 17:44:12,17.21,3402,5370.00
2022-06-29 17:45:51,202.83,3414,5766.59
2022-06-29 17:46:24,3.24,3444,5501.66
2022-06-29 17:46:49,2.48,2820,5619.10
2022-06-29 17:47:34,2.04,2608,8300.50
2022-06-29 17:47:59,2.52,2608,9876.93
2022-06-29 17:48:22,2.16,3158,5120.60
2022-06-29 17:48:47,2.50,3000,5308.00
2022-06-29 17:49:25,1.04,3769,6316.00
2022-06-29 17:49:59,4.16,2065,4000.00
2022-06-29 17:50:09,1.00,3826,3454.20
2022-06-29 17:50:39,3.28,3320,4954.00
2022-06-29 17:51:10,3.62,3202,3607.00
2022-06-29 17:51:40,3.24,3996,7661.61
2022-06-29 17:52:06,2.53,3963,4478.90
2022-06-29 17:52:26,1.93,3736,4892.60
2022-06-29 17:52:46,1.77,3131,4000.00
2022-06-29 17:53:00,1.23,3123,4663.07
2022-06-29 17:53:50,11.18,3011,5425.52
2022-06-29 17:54:13,2.07,4848,16244.00
2022-06-29 17:54:23,1.00,3973,6278.00
2022-06-29 17:54:37,1.25,3241,4372.64
2022-06-29 17:54:54,1.61,2958,5591.60
2022-06-29 17:55:10,1.34,3691,4351.00
2022-06-29 17:55:21,1.11,3501,5623.00
2022-06-29 17:56:14,13.30,3244,9350.00
2022-06-29 17:56:47,3.84,4797,8313.11
2022-06-29 17:57:28,6.72,3963,3748.95
2022-06-29 17:57:42,1.24,4158,4558.86
2022-06-29 17:58:03,1.99,2492,4640.00
2022-06-29 17:58:36,3.79,3187,6648.00
2022-06-29 17:59:09,1.00,3563,7865.54
2022-06-29 17:59:32,2.10,2883,7251.00
2022-06-29 17:59:47,1.38,3765,9051.00
2022-06-29 18:00:36,16.69,3559,7249.37
2022-06-29 18:00:50,1.27,3853,6311.00
2022-06-29 18:01:26,4.83,3923,7114.00
2022-06-29 18:02:04,5.17,3027,6710.00
2022-06-29 18:02:35,3.73,3598,4730.20
2022-06-29 18:03:10,4.32,3367,5959.68
2022-06-29 18:03:27,1.49,3440,6884.45
2022-06-29 18:04:50,78.20,2879,5989.31
2022-06-29 18:05:01,1.08,3991,9208.67
2022-06-29 18:06:02,21.65,3350,9550.00
2022-06-29 18:06:29,2.69,3365,7319.86
2022-06-29 18:07:01,3.74,3621,7300.00
2022-06-29 18:07:16,1.28,3735,7700.00
2022-06-29 18:07:35,1.85,3174,6108.00
2022-06-29 18:07:46,1.00,3584,9458.00
2022-06-29 18:09:02,53.87,3655,7940.00
2022-06-29 18:09:12,1.00,4531,6070.00
2022-06-29 18:09:23,1.00,3850,5710.00
2022-06-29 18:09:59,4.87,3614,12380.00
2022-06-29 18:10:32,4.07,41,6252.00
2022-06-29 18:10:55,2.16,3990,5954.00
2022-06-29 18:11:08,1.18,3472,7905.00
2022-06-29 18:11:54,8.65,2628,10707.82
2022-06-29 18:12:19,2.43,3959,6805.00
2022-06-29 18:12:41,2.16,3650,9550.00
2022-06-29 18:13:17,4.43,2979,6950.00
2022-06-29 18:14:12,15.62,3295,5797.44
2022-06-29 18:14:28,1.40,3389,11045.43
2022-06-29 18:14:50,1.96,2740,9615.00
2022-06-29 18:15:30,1.28,4082,7456.00
2022-06-29 18:16:00,3.42,3372,10474.00
2022-06-29 18:16:12,1.13,3912,5083.20
2022-06-29 18:16:38,2.50,4144,6382.00
2022-06-29 18:16:49,1.12,3522,6661.57
2022-06-29 18:17:26,5.07,4287,7050.00
2022-06-29 18:17:46,1.71,3378,8177.50
2022-06-29 18:18:05,1.75,4392,11622.74
2022-06-29 18:18:23,1.66,3914,9978.00
2022-06-29 18:18:50,2.68,3665,17854.00
2022-06-29 18:19:00,1.00,4297,8200.00
2022-06-29 18:19:31,3.46,3675,5710.10
2022-06-29 18:19:44,1.25,3870,9363.57
2022-06-29 18:19:59,1.26,4187,9133.00
2022-06-29 18:20:13,1.32,3817,11800.00
2022-06-29 18:20:23,1.00,3758,12201.76
2022-06-29 18:21:09,8.63,3924,10001.76
2022-06-29 18:21:45,4.75,4067,4969.00
2022-06-29 18:21:56,1.09,3974,10525.00
2022-06-29 18:22:18,1.93,2950,9564.72
2022-06-29 18:22:27,1.00,3464,11400.00
2022-06-29 18:23:42,48.50,3551,8535.00
2022-06-29 18:24:08,1.63,4626,10000.00
2022-06-29 18:24:26,1.60,3215,14355.00
2022-06-29 18:24:42,1.37,2159,12275.68
2022-06-29 18:26:20,206.41,2075,4034.75,
2022-06-29 18:26:34,1.22,2707,11602.50
2022-06-29 18:27:07,3.89,2267,9824.75
2022-06-29 18:27:28,1.96,2876,5902.00
2022-06-29 18:27:55,2.92,3570,10700.00
2022-06-29 18:28:06,1.00,2800,11860.00
2022-06-29 18:28:28,2.13,3744,6184.00
2022-06-29 18:28:44,1.40,2930,19043.14
2022-06-29 18:29:13,2.50,3113,5200.00
2022-06-29 18:29:31,1.95,2755,8670.00
2022-06-29 18:29:41,1.04,3945,22980.00
2022-06-29 18:30:20,5.48,3495,17100.00
2022-06-29 18:30:33,1.22,3374,12967.00
2022-06-29 18:30:58,2.46,2501,8415.00
2022-06-29 18:31:12,1.23,2713,10676.90
2022-06-29 18:31:32,1.89,3376,10100.00
2022-06-29 18:31:43,1.05,3705,9615.00
2022-06-29 18:32:42,18.70,3587,16370.00
2022-06-29 18:33:11,3.69,3511,9367.46
2022-06-29 18:33:30,1.80,3272,10544.00
2022-06-29 18:34:04,4.10,2808,10078.00
2022-06-29 18:34:20,1.42,3193,12851.00
2022-06-29 18:35:09,16.78,3435,9215.00
2022-06-29 18:35:56,9.34,3115,5650.00
2022-06-29 18:36:11,1.30,3360,8248.55
2022-06-29 18:36:27,1.36,3204,11700.00
2022-06-29 18:37:29,22.61,3409,17467.20
2022-06-29 18:37:42,1.08,4425,8709.50
2022-06-29 18:38:15,3.97,3159,5775.82
2022-06-29 18:38:34,1.73,3150,10740.00
2022-06-29 18:38:53,1.73,3916,15935.95
2022-06-29 18:40:16,76.30,4110,16500.50
2022-06-29 18:40:35,1.13,3897,6165.24
2022-06-29 18:41:05,3.21,3209,5570.38
2022-06-29 18:41:20,1.36,3160,5043.60
2022-06-29 18:42:07,1.95,3018,5727.00
2022-06-29 18:42:17,1.03,4245,7138.20
2022-06-29 18:42:37,1.81,4115,7399.80
2022-06-29 18:43:32,14.94,4301,13364.00
2022-06-29 18:43:43,1.02,3686,5572.00
2022-06-29 18:43:57,1.31,3384,9083.20
2022-06-29 18:44:31,4.10,3651,14625.21
2022-06-29 18:44:44,1.24,3406,7666.00
2022-06-29 18:44:54,1.01,3030,6822.00
2022-06-29 18:45:22,2.83,3999,11950.00
2022-06-29 18:45:42,1.16,3455,7383.20
2022-06-29 18:45:57,1.35,2615,10538.53
2022-06-29 18:46:38,4.63,4383,21700.00
2022-06-29 18:46:53,1.37,2832,17550.00
2022-06-29 18:47:25,3.68,14,9.20
2022-06-29 18:48:07,2.36,3496,21330.00
2022-06-29 18:48:21,1.47,2427,24917.49
2022-06-29 18:49:07,8.39,4101,13633.54
2022-06-29 18:49:26,1.02,2651,9700.00
2022-06-29 18:49:56,3.48,3114,8275.75
2022-06-29 18:50:22,2.46,2195,10492.00
2022-06-29 18:50:51,3.77,2558,4938.00
2022-06-29 18:51:11,1.91,3101,6413.84
2022-06-29 18:51:27,1.40,3052,7403.84
2022-06-29 18:52:47,2.35,4059,10014.94
2022-06-29 18:53:46,3.28,3276,6575.17
2022-06-29 18:54:13,2.71,3805,5730.00
2022-06-29 18:54:23,1.00,2989,7028.29
2022-06-29 18:54:46,2.11,2965,7711.61
2022-06-29 18:55:25,1.85,1394,2440.00
2022-06-29 18:55:50,1.55,4323,5258.31
2022-06-29 18:56:07,1.36,2265,7626.00
2022-06-29 18:56:34,3.17,3822,10394.00
2022-06-29 18:56:54,1.38,4212,11535.00
2022-06-29 18:58:53,2.03,2586,3626.40
2022-06-29 18:59:08,1.43,1895,2469.93
2022-06-29 18:59:19,1.00,2703,4796.12
2022-06-29 18:59:52,4.10,2898,4677.00
2022-06-29 19:00:07,1.09,3779,5213.46
2022-06-29 19:00:28,2.00,2748,7541.00
2022-06-29 19:01:23,14.16,2824,4634.00
2022-06-29 19:01:52,3.17,3120,5729.20
2022-06-29 19:02:02,1.00,2851,7055.35,
2022-06-29 19:02:40,5.54,2767,6875.00
2022-06-29 19:02:54,1.18,3332,5799.20
2022-06-29 19:03:13,1.71,3278,5601.00
2022-06-29 19:03:59,5.82,3791,6655.00
2022-06-29 19:04:44,8.20,3257,5178.25
2022-06-29 19:05:09,2.14,3550,7029.02
2022-06-29 19:05:19,1.01,2612,4975.00
2022-06-29 19:06:14,15.61,2628,7599.02
2022-06-29 19:06:47,3.41,3745,6180.40
2022-06-29 19:06:57,1.00,3144,4516.69
2022-06-29 19:07:37,5.94,3468,4947.04
2022-06-29 19:08:37,20.64,3696,5879.28
2022-06-29 19:09:11,4.03,3002,4254.15

}
